conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1244750569186590720,Mon Mar 30 23:54:27 +0000 2020,21,@LorenaSGonzalez Since I see labor unions for the corrupt crime organizations that they are I always go out of my way to cross a picket line. I don't support the standard goon tactics from unions during strikes of vandalism and assaults. #AB5 is just more proof of how corrupt labor unions are.,1244775025732812800,,LorenaSGonzalez,en,,0,1,5,https://x.com/StephenWelsh22/status/1244775025732812800,1123345597602254848,StephenWelsh22
1244435019323437056,Mon Mar 30 23:50:24 +0000 2020,0,@BraydenSutton It's a check for two weeks. Relax you heartless goon.,1244774006349115393,,BraydenSutton,en,,0,0,0,https://x.com/ItsHazeZeus/status/1244774006349115393,2418276859,ItsHazeZeus
1244763361314631680,Mon Mar 30 23:49:20 +0000 2020,0,@h8Wankmaggot45 @debsofunky My stash of piss (Aussie for any type of alcohol goon bags to jamesons) meant for a week lasted half a day.,1244773739310362624,,h8Wankmaggot45,en,,0,0,0,https://x.com/HampsonJustine/status/1244773739310362624,1245517249,HampsonJustine
708539504056012801,Mon Mar 30 23:48:44 +0000 2020,0,@Adam_FHM Goon s greatest achievement is being Neslo s teammate,1244773587602616322,,Adamm_AC,en,,0,0,0,https://x.com/Dainesyy/status/1244773587602616322,344780669,Dainesyy
1244771777806340097,Mon Mar 30 23:41:33 +0000 2020,13,Just got a new shipment in. Some favs and trying some new brands. Ready for April 5. #internationalpoppersday #poppers #goon #masturbate #feeltherush https://t.co/Lm28OGeWfO,1244771777806340097,https://pbs.twimg.com/media/EUZRVLQVAAA_BXA.jpg,,en,,1,2,1,https://x.com/dombottom1321/status/1244771777806340097,1070100236033376256,dombottom1321
1244626884064882688,Mon Mar 30 23:35:50 +0000 2020,0,@NHL In anger because he's such a goon right?,1244770341991387136,,NHL,en,,0,0,0,https://x.com/hshahid126/status/1244770341991387136,770659374,hshahid126
1244769267628879873,Mon Mar 30 23:31:34 +0000 2020,14,Miss the goon squad @arliss_6 @mrvnjrz @MagandaDaniel @I_Salinas8 https://t.co/K3O8ZTd3eF,1244769267628879873,https://pbs.twimg.com/media/EUZPC95X0AA1mPR.jpg,,en,,0,1,2,https://x.com/el_fenomenoJ7/status/1244769267628879873,900989539,el_fenomenoJ7
1244761102765957120,Mon Mar 30 23:30:26 +0000 2020,0,@notcapnamerica @Liverpotlian He s such a goon.,1244768980365127680,,notcapnamerica,en,,0,0,0,https://x.com/ErinNYC75/status/1244768980365127680,23717017,ErinNYC75
1244768877751365632,Mon Mar 30 23:30:01 +0000 2020,0,Tobias Jesso Jr. - Crocodile Tears - Goon - True Panther,1244768877751365632,,,en,,0,0,0,https://x.com/WPTSPlaylist/status/1244768877751365632,4035355935,WPTSPlaylist
1244728750236782592,Mon Mar 30 23:29:47 +0000 2020,0,@realDailyWire I would say he needs to do some jail time for animal rights abuses but if the documentary is to be believed I d say that Jeff Lowe and his goon definitely set that Joe up.,1244768817009569800,,realDailyWire,en,,0,0,0,https://x.com/Soulsik_Tim/status/1244768817009569800,781776925,Soulsik_Tim
1244751881139871746,Mon Mar 30 23:21:52 +0000 2020,1,@jayjayrxc Wait it s not 3 inches it s 2 you goon he s 5ft 8,1244766825918988288,,trekkiepop,en,,0,1,0,https://x.com/go5hyu/status/1244766825918988288,1201272066504310784,go5hyu
1244766766678659073,Mon Mar 30 23:21:38 +0000 2020,0,Grab the newest episode from @slantshow right here. If a goon can enjoy it so can you. #sony #BSPN https://t.co/VLv4L5mdNY https://t.co/ASjG9Z9Sfw,1244766766678659073,https://pbs.twimg.com/media/EUZMxt_XkAELlUz.jpg,,en,,0,0,0,https://x.com/BSpodNetwork/status/1244766766678659073,2979466367,BSpodNetwork
1244766397068173312,Mon Mar 30 23:20:10 +0000 2020,0,Just give in. You ve been lurking for way too long goon. Enter my dms and let your queen spoon feed you her medicine https://t.co/NByEzkHO9D,1244766397068173312,https://pbs.twimg.com/media/EUZMcQ9XgAEKWzi.jpg,,en,,0,0,0,https://x.com/PGolddigger/status/1244766397068173312,1225278190530236418,PGolddigger
1244766336590311424,Mon Mar 30 23:19:55 +0000 2020,3,I have shot at these soooo many times When you get up close they're super cute! Little point sized Godzy's Check it out and see for yourself. Goon on a Kar rampage ,1244766336590311424,,,en,,0,1,0,https://x.com/keriinthecity/status/1244766336590311424,195893257,keriinthecity
1244685831304032256,Mon Mar 30 23:19:52 +0000 2020,1,@ranjodhd @stevenwatts I also taught a class about global warming in literature. We read A Visit from the Goon Squad and Oil on Water. Both those went well. As well as Pablo Neruda's Standard Oil. ,1244766321394487296,,DrewAmidei,en,,0,0,0,https://x.com/DrewAmidei/status/1244766321394487296,3317997774,DrewAmidei
1244766040728494082,Mon Mar 30 23:18:45 +0000 2020,0,Derwin a goon he got my vote,1244766040728494082,,,en,,0,0,0,https://x.com/Daderrtyone25/status/1244766040728494082,825786973776441344,Daderrtyone25
1244764736790482944,Mon Mar 30 23:18:44 +0000 2020,0,@16matic it's the easiest day u goon,1244766036953640961,,,en,,0,0,0,https://x.com/_good_habit/status/1244766036953640961,918871574937325568,_good_habit
1244708463260741637,Mon Mar 30 23:15:45 +0000 2020,0,@psychofish77 @Lance_Prater214 @MDWDFW @fsolomon75 @cmcole82 @ericomac15 @NachosSoSpicy @Gastodon I thought about Goon (which was better than it should have been) and Slapshot (classic). I need a ruling on the hockey in Strange Brew or is it similar to hockey in Clerks. Not a hockey movie just a movie that happened to have hockey in it.,1244765284612730880,,,en,,0,0,0,https://x.com/BeerBaron4life/status/1244765284612730880,263986860,BeerBaron4life
1244741412446449668,Mon Mar 30 23:15:35 +0000 2020,3,@capeandcowell Produce guy laid down the goon hand hard,1244765243282087937,,capeandcowell,en,,0,0,0,https://x.com/438cce3aa39940a/status/1244765243282087937,2950905182,438cce3aa39940a
1244617798631989249,Mon Mar 30 23:15:29 +0000 2020,1,@JamieWalshh @andygoldstein05 @razefc @StueyBunn81 Goon ,1244765219697692672,,JamieWalshh,en,,0,0,0,https://x.com/Kinners80/status/1244765219697692672,204052303,Kinners80
1244763118661537792,Mon Mar 30 23:13:02 +0000 2020,0,@EmmaLGraney Will there be #shandemic questions? And #abed questions? Will Kenney be there or will he let the head goon take the outrage? Kenney can't leave town right now. p.s. Thanks for all the information you share. You're my go-to,1244764601574658052,,EmmaLGraney,en,,0,1,0,https://x.com/midgelambert/status/1244764601574658052,132171287,midgelambert
1244402243606122497,Mon Mar 30 23:01:49 +0000 2020,0,@crzyfkinworld Trump's goon squad would stick broom handles up Trump and Pence's butts to prop them up at the press conference circus to show they are still healthy even if they might not be.,1244761778220826628,,,en,,0,0,0,https://x.com/patienceisavert/status/1244761778220826628,1011366936641441792,patienceisavert
1244761588952948736,Mon Mar 30 23:01:04 +0000 2020,0,What does your wife think you're doing when you're on your phone trolling for hot young Dommes to goon drip and drool over? Tell me everything &gt; Findom Femdom paypig finsub fetish &lt;,1244761588952948736,,,en,,0,0,0,https://x.com/LockeYouUpXOX/status/1244761588952948736,1084718025532755968,LockeYouUpXOX
1244761095488897026,Mon Mar 30 22:59:06 +0000 2020,4,Edge and Goon over my 2D tits. There's no shame if you're paying for the pleasure of seeing more of this in your face. #findom #animedomme #animefindom #2dfd #catfish https://t.co/oTvfGbummk,1244761095488897026,https://pbs.twimg.com/tweet_video_thumb/EUZHm8iWoAAcOqs.jpg,,en,,0,0,1,https://x.com/NatsumiFindom/status/1244761095488897026,1233346478510399491,NatsumiFindom
1244760413977247744,Mon Mar 30 22:56:23 +0000 2020,0,deblazio needs a Garcetti style goon squad. Just open fire on these scofflaws!,1244760413977247744,,,en,,0,1,0,https://x.com/BarryGadbois/status/1244760413977247744,257609969,BarryGadbois
1244759881762189318,Mon Mar 30 22:54:16 +0000 2020,0,what s a goon to a goblin,1244759881762189318,,,en,,0,0,0,https://x.com/MillieMilesTV/status/1244759881762189318,787406273436192768,MillieMilesTV
1243552717471207427,Mon Mar 30 22:53:37 +0000 2020,0,@Petermcmullen15 @PokerStars @Val_Silva0702 @Alien87781085 @_a1brt @Serkan03103242 @Paul_Romain @Nick12272787 @PokerAcosta @SugizoBR @MarceloMMCastro @Taylo_patrick i think they are licenced in the isle of man i've emailed gaming@gov.im and alerted them to all our situations just goon the webpage https://t.co/LiXMaZLMiH and scroll down left hand col until you com to gaming,1244759715822931968,,Petermcmullen15,en,,0,1,0,https://x.com/BrianMckee20/status/1244759715822931968,4278961935,BrianMckee20
1244759572776181771,Mon Mar 30 22:53:03 +0000 2020,1,Look at this goon https://t.co/Vb43KZLR9p,1244759572776181771,https://pbs.twimg.com/media/EUZGN9bWAAUtxSj.jpg,,en,,0,0,0,https://x.com/Ramble__on/status/1244759572776181771,4554413002,Ramble__on
1244758152828063749,Mon Mar 30 22:52:47 +0000 2020,0,@Kozuki176 Mais Goon Kise il peut tout faire il a juste l osgood srx,1244759506174857218,,Kozuki176,fr,,0,1,0,https://x.com/kaiskovic/status/1244759506174857218,1141158965935529984,kaiskovic
1244532127879831552,Mon Mar 30 22:51:55 +0000 2020,1,@ramsay_jacqui My birthday was similar. We will all have an amazing celebration when the orange goon holding the office of the presidency hostage is out of office and hopefully behind bars! Happy Birthday!,1244759286321942530,,ramsay_jacqui,en,,0,0,0,https://x.com/JanetMa57787250/status/1244759286321942530,1167978432044707840,JanetMa57787250
1244758270264217600,Mon Mar 30 22:47:52 +0000 2020,0,Good Morning @DAY6_BOBSUNGJIN love you wag ka lang magpakalbo ulit at magmukhang goon ha? kung hindi itatakwil talaga kita,1244758270264217600,,,tl,,0,0,0,https://x.com/aiyana_laey/status/1244758270264217600,69895243,aiyana_laey
1277753635779358720,Mon Jun 29 23:59:40 +0000 2020,2,I love my new COVID mask kinda makes me feel like a joker goon hahaha #Joker #dccomics #clownprinceofcrime #Batman #cosplay #MasksSaveLives https://t.co/pcH9JhyXVq,1277753635779358720,https://pbs.twimg.com/media/Ebt-KDoXYAI7xea.jpg,,en,,0,2,1,https://x.com/x_COLEMAN_x/status/1277753635779358720,1694864515,x_COLEMAN_x
1277720076251258882,Mon Jun 29 23:57:01 +0000 2020,0,@mattgaetz You absolute goon ,1277752966573895681,,mattgaetz,en,,0,0,0,https://x.com/PapayaJonesJr/status/1277752966573895681,1224184974531682305,PapayaJonesJr
1277706350722596864,Mon Jun 29 23:55:13 +0000 2020,4,@Mark_A_Green @vincestaples Chill Goon,1277752513043877890,,Mark_A_Green,en,,0,0,0,https://x.com/1LeafSchemin/status/1277752513043877890,1225163697737424900,1LeafSchemin
