conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
582666756184911875,Mon Mar 30 22:12:34 +0000 2015,2,Hahahahaha my goon Stevie http://t.co/aKy5G09cnq,582666756184911875,https://pbs.twimg.com/media/CBYMUbkUYAAtVuX.jpg,,tl,,0,0,0,https://x.com/cholo_baby/status/582666756184911875,3037478894,cholo_baby
582686417492393984,Mon Mar 30 23:30:42 +0000 2015,1,What a goon http://t.co/xjkRdiQ4ET,582686417492393984,https://pbs.twimg.com/media/CBYeNENVEAA2ogP.jpg,,en,,0,0,0,https://x.com/bishopbrayden/status/582686417492393984,597066558,bishopbrayden
582663590588596224,Mon Mar 30 22:00:00 +0000 2015,9,your 16 or suhin wi a bairn on the way get a grip ya heavy goon http://t.co/f745nx1RQQ,582663590588596224,https://pbs.twimg.com/media/CBYJcVPW4AEBh3k.jpg,,en,,0,1,0,https://x.com/DanielSparr0w/status/582663590588596224,1112221880,DanielSparr0w
582680856851976192,Mon Mar 30 23:08:36 +0000 2015,5,always good seeing this goon http://t.co/jvHoB7CxxG,582680856851976192,https://pbs.twimg.com/media/CBYZJI4UYAA0cFE.jpg,,en,,0,2,2,https://x.com/kb_duncann/status/582680856851976192,1915757461,kb_duncann
582664965250678784,Mon Mar 30 22:05:27 +0000 2015,2,can't wait to see this boone goon :') http://t.co/6DjJlMKGB1,582664965250678784,https://pbs.twimg.com/media/CBYKsNjU8AAWIJz.jpg,,en,,0,1,1,https://x.com/tastyybitchh69/status/582664965250678784,1576331911,tastyybitchh69
582689809908428801,Mon Mar 30 23:44:11 +0000 2015,3, @FootbaIl_Tweets: 159 days. http://t.co/RWHtP3x2Ju he a real life goon,582689809908428801,,,en,,0,0,5,https://x.com/jamesthegreatO8/status/582689809908428801,564253810,jamesthegreatO8
582687951714324481,Mon Mar 30 23:38:35 +0000 2015,11, @FootbaIl_Tweets: 159 days. http://t.co/CiAUDwQ4v6 IM A REAL LIFE GOON,582688401771487232,,FootbaIl_Tweets,en,,0,1,16,https://x.com/KBS_56/status/582688401771487232,419923749,KBS_56
582689709941489667,Mon Mar 30 23:43:47 +0000 2015,1,I'll be outraged but the one student a goon tho and he ain't get down for nothing http://t.co/grJGbfsw0T,582689709941489667,,,en,,0,0,0,https://x.com/IamMrEchols/status/582689709941489667,25728957,IamMrEchols
582687951714324481,Mon Mar 30 23:49:16 +0000 2015,48, @FootbaIl_Tweets: 159 days. http://t.co/7aw77zS4v1 Goon‼️,582691088525324288,,FootbaIl_Tweets,en,,0,10,68,https://x.com/Jay__Green/status/582691088525324288,518976949,Jay__Green
582597664606425088,Mon Mar 30 17:38:02 +0000 2015,0,A Twitter goon you really tryn get the sources to know ,582597664606425088,,,en,,0,0,0,https://x.com/ceejhustlesmart/status/582597664606425088,245026330,ceejhustlesmart
