conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
579268046457540608,Sat Mar 21 13:07:19 +0000 2015,0,Bang gyat #today #vsco #vscoedit #vscogood #vscobest https://t.co/Je3JK0UEqu,579268046457540608,,,tl,,0,0,0,https://x.com/sarinkirana/status/579268046457540608,403276213,sarinkirana
579202768482758656,Sat Mar 21 08:47:55 +0000 2015,0,I am taking a gyat damn ambein tonight idgaf. This insomnia is for the birds,579202768482758656,,,en,,0,0,0,https://x.com/Haga41imgone/status/579202768482758656,487280411,Haga41imgone
578669584519184384,Thu Mar 19 21:48:18 +0000 2015,1,@koki_mourad gyat aktr :D,578674383310471169,,christinemourad,hu,,0,0,0,https://x.com/fadi_george1/status/578674383310471169,3053892368,fadi_george1
578577343473569792,Thu Mar 19 15:40:03 +0000 2015,0,@CMMadhyaPradesh Betiya sir ji karta ginoni baten bitiya santh khudki ab apko bhi gyat ho chuka he ki kis jati papi he or sasur &amp; bap bhi...,578581707193880576,,arjuny11,hi,,0,1,0,https://x.com/arjuny11/status/578581707193880576,336092680,arjuny11
578419185375657984,Thu Mar 19 04:54:14 +0000 2015,0,Nap­fo­gyat­ko­zás http://t.co/lODirRad2N,578419185375657984,,,hu,,0,0,0,https://x.com/okosjatek/status/578419185375657984,138294488,okosjatek
578400942330130432,Thu Mar 19 03:51:44 +0000 2015,1,@Jack_Minaj gyat damn ,578403455603240961,,jackkbabe,ht,,0,0,0,https://x.com/Chriswashere34/status/578403455603240961,1491056640,Chriswashere34
578400196507406336,Thu Mar 19 03:38:47 +0000 2015,0,Gyat Damn RT @DugeeLFE: @ProfessorPash: Jamaica #LetsAllAppreciateART #ARTandFiLTH http://t.co/8hwYmSNWiH ,578400196507406336,https://pbs.twimg.com/media/CAbjrcjWoAAowu_.jpg,,ro,,0,1,0,https://x.com/shadbeanz/status/578400196507406336,40603525,shadbeanz
578371002515791872,Thu Mar 19 01:42:47 +0000 2015,0,GYAT DAMN,578371002515791872,,,ht,,0,0,0,https://x.com/aka_Aspen/status/578371002515791872,107823786,aka_Aspen
578113099347025920,Wed Mar 18 08:37:58 +0000 2015,0,WERK ME GYAT ZAMMIT!,578113099347025920,,,nl,,0,0,0,https://x.com/sctty2hottie/status/578113099347025920,235816305,sctty2hottie
577941525407141890,Tue Mar 17 21:16:11 +0000 2015,2,gyat damn they restarted payday skill tree... i completely forgot what i specialized in...,577941525407141890,,,en,,0,1,0,https://x.com/ljdeguia/status/577941525407141890,107833442,ljdeguia
