conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1244746348521500675,Mon Mar 30 23:16:53 +0000 2020,1,@mfc_emily 102 vibes mixed in with GYAT,1244765571385823234,,friday_fighting,en,,0,0,0,https://x.com/slut4dlid/status/1244765571385823234,978717542050082816,slut4dlid
1244734785601384448,Mon Mar 30 21:14:33 +0000 2020,4,just listening to gyat https://t.co/U1N3KnLtJk,1244734785601384448,https://pbs.twimg.com/media/EUYvsHkX0AQBnYM.jpg,,en,,0,0,0,https://x.com/abiioreden/status/1244734785601384448,1222331291753963527,abiioreden
1244662753006059522,Mon Mar 30 16:56:59 +0000 2020,0,@HariManjhi @JournoAshutosh Manzhi ji apko shayad gyat nhi hoga @jounoashutosh kejriwal se moh hi nhi usse bht zyada hain.. Kbhie inki profile pata kijiyega 2013-2016 tak kya kaam krte the aur kis k liye kaam krte the,1244669965417889792,,HariManjhi,hi,,0,0,0,https://x.com/josbutle/status/1244669965417889792,60290789,josbutle
1244632367500853253,Mon Mar 30 15:50:42 +0000 2020,0,@TheKC75 @iliwyseden Menswear love it if we made it sex Robbers Paris undo I always wanna die GYAT,1244653285358727168,,,en,,0,0,0,https://x.com/DTheMonk/status/1244653285358727168,943315056,DTheMonk
1244648318862528518,Mon Mar 30 15:30:58 +0000 2020,0,Gyat damn ,1244648318862528518,,,ht,,0,0,0,https://x.com/thelifeeofDEDE/status/1244648318862528518,3041677797,thelifeeofDEDE
1244639749517778946,Mon Mar 30 14:57:53 +0000 2020,0,@abiiorgem i meant out of acoh vs robbers also ur still wrong it should be gyat,1244639992829358083,,iluvgem,en,,0,2,0,https://x.com/abiioreden/status/1244639992829358083,1222331291753963527,abiioreden
1244331986833080321,Sun Mar 29 18:36:54 +0000 2020,0,@xbecky17 gyat deserves it,1244332724292370439,,butterflies444u,hu,,0,1,0,https://x.com/katiewilson427/status/1244332724292370439,3292331957,katiewilson427
1244328381077954560,Sun Mar 29 18:21:53 +0000 2020,1,@e1975r girls over gyat repeat girls over gyat,1244328943278338048,,,en,,0,0,0,https://x.com/butterflies444u/status/1244328943278338048,1071395632643039232,butterflies444u
1244012562401726464,Sun Mar 29 12:11:52 +0000 2020,0,@cowgrowl ross - she way out milk and gyat,1244235826374029315,,tomuraslut,en,,0,0,0,https://x.com/kickkthecj/status/1244235826374029315,815181957587935232,kickkthecj
1244216484601180162,Sun Mar 29 10:55:01 +0000 2020,2,throwback to when someone s phone flew out their hand and smacked me in the eye during gyat https://t.co/uKYoLD6tuF,1244216484601180162,https://pbs.twimg.com/ext_tw_video_thumb/1244216420331925504/pu/img/ADpsE8QDQbjw96li.jpg,,en,,0,1,0,https://x.com/enfiIme/status/1244216484601180162,1167317870914633729,enfiIme
1244189886401241089,Sun Mar 29 09:09:19 +0000 2020,0,@narendramodi kya banko me social distancing banaye rakhne ke liye bank walo ko customers ko dande se pitne ki anumati hai. Aapko to gyat hai ki public nivedan sunti nhi. Aur mujhe dusra koi rasta sujhta nhi. Law and order. @PMOIndia @AmitShah,1244189886401241089,,narendramodi,hi,,0,0,0,https://x.com/atombank2/status/1244189886401241089,965852613936738304,atombank2
1244012562401726464,Sun Mar 29 09:02:29 +0000 2020,0,@cowgrowl Adam inside your mind undo lostmyhead gyat,1244188165176463362,,tomuraslut,en,,0,0,0,https://x.com/thnbcshegoes/status/1244188165176463362,1200472825431236608,thnbcshegoes
1244150592051838976,Sun Mar 29 06:33:11 +0000 2020,0,Bachelorette party in Cancun. GYAT damnit.,1244150592051838976,,,fr,,0,0,1,https://x.com/HerDreadsRock/status/1244150592051838976,700743997325713408,HerDreadsRock
1243900625030545415,Sun Mar 29 05:43:32 +0000 2020,0,@tisariankh @AndColorPockeT @GraceofKrishna Gyat?,1244138098407211008,,tisariankh,hu,,0,1,0,https://x.com/MSrana888/status/1244138098407211008,904002839030095876,MSrana888
1244107342997639168,Sun Mar 29 03:41:19 +0000 2020,0,Ye bat sahi hai ki aaj tak jitne bhi sankat aye hai par amitabh Ji ne kisi bhi tarha ki help ki hogi aisa hamare to gyat nahi hai or aaj bhi itna bada sankat desh me aya hai to vo thali or tali hi baja rahe hai amitabh sir apse anurodh karta hu ki kuch fund dan karo deshhit m,1244107342997639168,,,hi,,0,0,0,https://x.com/YashMandpe2/status/1244107342997639168,1093421638077407232,YashMandpe2
1244012562401726464,Sat Mar 28 21:55:25 +0000 2020,0,@cowgrowl Matty love me gyat robbers,1244020295494754304,,tomuraslut,en,,0,0,0,https://x.com/pnivibebeby/status/1244020295494754304,3259459525,pnivibebeby
1243986939474325507,Sat Mar 28 19:42:53 +0000 2020,1,obviously GYAT,1243986939474325507,,,en,,0,0,0,https://x.com/chsrcheri/status/1243986939474325507,1154173203956322304,chsrcheri
1243929923066052613,Sat Mar 28 16:33:57 +0000 2020,0,@RajeevKSachan Rajeev sir... apka Bhut man hai apke samne Nahi bol skti Nahi to sarv gyat Anand Vihar ko up me batane ko humare banarasi me shatir Nahi kuch Aur kehte hai...,1243939392986611717,,RajeevKSachan,hi,,0,0,0,https://x.com/RomasaShukla/status/1243939392986611717,1120233162917974016,RomasaShukla
1243919946175873024,Sat Mar 28 15:23:37 +0000 2020,0,@megan_evns Undo GYAT Sex,1243921692759592961,,meginthealpss,cy,,0,0,0,https://x.com/dontdothatdrew/status/1243921692759592961,1130432949302812672,dontdothatdrew
1243898787392827392,Sat Mar 28 13:52:36 +0000 2020,0,GYAT DAMN,1243898787392827392,,,ht,,0,0,1,https://x.com/artmanleek/status/1243898787392827392,933530793632202753,artmanleek
1243520084380917760,Fri Mar 27 12:47:46 +0000 2020,3,Who remembers just before @the1975 released GYAT they sent out those manifesto packs to some random people? I remember complaining for days that I never received one I was really annoyed for the fans who didn t get one ,1243520084380917760,,,en,,0,0,0,https://x.com/dignoir/status/1243520084380917760,1005085306176049152,dignoir
1243276646368632834,Fri Mar 27 07:44:50 +0000 2020,0,@iliwyseden i always but gyat and frail state together for some reason,1243443849164447745,,abiioreden,en,,0,0,0,https://x.com/chsrcheri/status/1243443849164447745,1154173203956322304,chsrcheri
1243389236151123968,Fri Mar 27 05:45:07 +0000 2020,0,@narendramodi Kya Manushyo ko yah gyat hai har ek jiv kitna yogya daan deta hai iss sansaar ko sanchalit karne mei toh manushya kyo nahi samajhte hai ki har ek jiv parandi ka kitna mahtwa hai agar nahi samjhe toh binaash toh atal hai pashupatinath ko rusht karo tum our kaal bhairva krodhitkaro,1243413720799129602,,narendramodi,hi,,0,0,0,https://x.com/Navnee3tNkSd/status/1243413720799129602,929591515810226176,Navnee3tNkSd
1243409097312972806,Fri Mar 27 05:26:44 +0000 2020,0,Chairman GYAT @Nasrulhadi95 bila nak potong?,1243409097312972806,,,in,,0,1,0,https://x.com/ayubhusni/status/1243409097312972806,290584079,ayubhusni
1243357058205757440,Fri Mar 27 01:59:57 +0000 2020,0,Gyat damn as soon as I put something in the cart amazon send me the out for delivery notification lol. STELLER https://t.co/lZWwyZ95YR,1243357058205757440,https://pbs.twimg.com/tweet_video_thumb/EUFKps-WAAA89tu.jpg,,en,,0,0,0,https://x.com/ConvosInACafe/status/1243357058205757440,948770712,ConvosInACafe
